341,1119,Ajni-Karmali Special,Lokmanya Tilak Terminus,Lucknow Junction
342,12317,Akal Takht Express,Kolkata,Amritsar Junction
343,12318,Akal Takht Express,Amritsar Junction,Kolkata
344,2317,Akal Takht Special,Kolkata,Amritsar Junction
345,2318,Akal Takht Special,Amritsar Junction,Kolkata
346,52988,Akola - Mhow (Meter Gauge) Fast Passenger,Sanawad,Dr Ambedkar Nagar
347,52994,Akola - Mhow (Meter Gauge) Passenger,Akola Junction,Mhow
348,7640,Akola Kacheguda Festival Special,Akola Junction,Kacheguda
349,17640,Akola Kacheguda Intercity Express,Akola Junction,Kacheguda
350,7774,Akola Parli Vaijnath Express Special,Akola Junction,Parli Vaijnath
351,57539,Akola Parli Vaijnath Passenger,Akola Junction,Parli Vaijnath
352,57581,Akola Purna Passenger,Akola Junction,Purna Junction
353,57583,Akola Purna Passenger,Akola Junction,Purna Junction
354,7079,Akola Purna Passenger,Akola Junction,Purna Junction
355,7855,Akola Purna Passenger Special,Akola Junction,Purna Junction
356,7573,Akola Purna Special,Akola Junction,Purna Junction
357,7606,Akola Tirupati Special Fare Special,Akola Junction,Tirupati
358,14312,Ala Hazrat Express,Bhuj,Bareilly Junction
359,14311,Ala Hazrat Express,Bareilly Junction,Bhuj
360,14322,Ala Hazrat Express,Bhuj,Bareilly Junction
361,14321,Ala Hazrat Express,Bareilly Junction,Bhuj
362,4312,Ala Hazrat Special,Bhuj,Bareilly Junction
363,4322,Ala Hazrat Special,Bhuj,Bareilly Junction
364,4311,Ala Hazrat Special,Bareilly Junction,Bhuj
365,4321,Ala Hazrat Special,Bareilly Junction,Bhuj
366,13352,Alappuzha Dhanbad Express,Alappuzha,Dhanbad Junction
367,3352,Alappuzha Dhanbad Special,Alappuzha,Dhanbad Junction
368,6452,Alappuzha Ernakulam Express Special,Alappuzha,Ernakulam Junction
369,66314,Alappuzha Ernakulam MEMU,Alappuzha,Ernakulam Junction
370,6016,Alappuzha Ernakulam MEMU Express Special,Alappuzha,Ernakulam Junction
371,56302,Alappuzha Ernakulam Passenger,Alappuzha,Ernakulam Junction
372,56384,Alappuzha Ernakulam Passenger,Alappuzha,Ernakulam Junction
373,16307,Alappuzha Kannur Executive Express,Alappuzha,Kannur Main
374,6307,Alappuzha Kannur Executive Special,Alappuzha,Kannur Main
375,56377,Alappuzha Kayamkulam Passenger,Alappuzha,Kayamkulam Junction
376,6013,Alappuzha Kollam MEMU Express Special,Alappuzha,Kollam Junction
377,66311,Alappuzha Kollam MEMU Passenger,Alappuzha,Kollam Junction
378,56301,Alappuzha Kollam Passenger,Alappuzha,Kollam Junction
379,22640,Alappuzha MGR Chennai Super Fast Express,Alappuzha,Puratchi Thalaivar Dr. MGR Central
380,2640,Alappuzha MGR Chennai Super Fast Special,Alappuzha,Puratchi Thalaivar Dr. MGR Central
381,4375,Aligarh Bareilly Express Special,Aligarh Junction,Bareilly Junction
382,54351,Aligarh Bareilly Passenger,Aligarh Junction,Bareilly Junction
383,54353,Aligarh Bareilly Passenger,Aligarh Junction,Bareilly Junction
384,64101,Aligarh Delhi Emu,Aligarh Junction,Delhi Junction
385,64103,Aligarh Delhi Emu,Aligarh Junction,Delhi Junction
386,64151,Aligarh Delhi MEMU,Aligarh Junction,Delhi Junction
387,4393,Aligarh Gajraula Express Special,Aligarh Junction,Gajraula Junction
388,54391,Aligarh Gajraula Passenger,Aligarh Junction,Gajraula Junction
389,4441,Aligarh Junction Ghaziabad Special,Ghaziabad Junction,New Delhi
390,64105,Aligarh New Delhi Emu,Aligarh Junction,New Delhi
391,64154,Aligarh Tundla MEMU,Aligarh Junction,Tundla Junction
392,15471,Alipur Duar - Kamakhya Inter City Express,Alipurduar Junction,Kamakhya Junction
393,15469,Alipur Duar - Lumding Inter City Express,Alipurduar Junction,Lumding Junction
394,15468,Alipur Duar - New Jalpaiguri Inter City Express,Bamanhat,Siliguri Junction
395,55765,Alipur Duar Bamanhat Passenger,Alipurduar Junction,Bamanhat
396,15771,Alipur Duar Kamakhya Intercity Express,Alipurduar Junction,Kamakhya Junction
397,3130,Alipur Duar Kolkata Special Fare Puja Special,Alipurduar Junction,Kolkata
398,15769,Alipur Duar Lumding Intercity Express,Alipurduar Junction,Lumding Junction
399,5769,Alipur Duar Lumding Intercity Special,Alipurduar Junction,Lumding Junction
400,15778,Alipur Duar New Jalpaiguri Tourist Express,Alipurduar Junction,New Jalpaiguri Junction
401,5780,Alipur Duar New Jalpaiguri Tourist Special,Alipurduar Junction,New Jalpaiguri Junction
402,5778,Alipur Duar New Jalpaiguri Tourist Special,Alipurduar Junction,New Jalpaiguri Junction
403,15768,Alipur Duar Siliguri Intercity Express,Alipurduar Junction,Siliguri Junction
404,5768,Alipur Duar Siliguri Intercity Special,Alipurduar Junction,Siliguri Junction
405,5817,Alipurduar - Dhubri Express Special,Alipurduar Junction,Dhubri
406,55465,Alipurduar Bamanhat Passenger,Alipurduar Junction,Bamanhat
407,5465,Alipurduar Bamanhat Passenger Special,Alipurduar Junction,Bamanhat
408,15692,Alipurduar Junction Silchar I C Express To Be INT,Silchar,Lumding Junction (MG)
409,15417,Alipurduar Junction Silghat Rajya Rani Express,Alipurduar Junction,Silghat Town
410,55726,Alipurduar New Jalpaiguri Passenger,Alipurduar Junction,New Jalpaiguri Junction
411,5479,Alipurduar Sealdah Holiday Special,Alipurduar Junction,Sealdah
412,5417,Alipurduar Silghat Rajya Rani Special,Alipurduar Junction,Silghat Town
413,59120,Alirajpur Pratapnagar Passenger,Alirajpur,Pratapnagar
414,54104,Allahabad - Chunar Passenger,Prayagraj Junction,Chunar Junction
415,51823,Allahabad - Farrukhabad Passenger,Kanpur Central,Farrukhabad Junction
416,54107,Allahabad - Jaunpur Passenger,Prayagraj Junction,Jaunpur Junction
417,51820,Allahabad - Jhansi Passenger,Prayagraj Junction,Jhansi Junction
418,54106,Allahabad - Mughal Sarai Passenger,Prayagraj Junction,Mughalsarai
419,12564,Allahabad - Mumbai LTT Super Fast Express,Faizabad Junction,Lokmanya Tilak Terminus
420,19418,Allahabad Ahmedabad Express,Prayagraj Junction,Ahmedabad Junction
421,4117,Allahabad Anand Vihar Specialfare Super Fast Holi Special,Khajuraho,Lalitpur
422,22437,Allahabad Anand Vihar Terminal Humsafar Express,Prayagraj Junction,Anand Vihar Terminus
423,304,Allahabad Chheoki Itarsi Magh Mela Special,Prayagraj Chheoki Junction,Itarsi Junction
424,51190,Allahabad Chheoki Itarsi Passenger,Prayagraj Chheoki Junction,Itarsi Junction
425,53346,Allahabad Chopan Passenger,Prayagraj Junction,Chopan
426,55152,Allahabad City Manduadih Magh Mela Special,Prayagraj Rambag,Manduadih
427,55154,Allahabad City Manduadih Magh Mela Special,Prayagraj Rambag,Manduadih
428,55156,Allahabad City Manduadih Magh Mela Special,Prayagraj Rambag,Manduadih
429,55126,Allahabad City Manduadih Passenger,Prayagraj Rambag,Manduadih
430,55128,Allahabad City Manduadih Passenger,Prayagraj Rambag,Manduadih
431,55130,Allahabad City Manduadih Passenger,Prayagraj Rambag,Manduadih
432,102,Allahabad Junction Kanpur Central Special,Prayagraj Junction,Kanpur Central
433,104,Allahabad Junction Kanpur Central Special,Prayagraj Junction,Kanpur Central
434,12275,Allahabad New Delhi Humsafar Express,Prayagraj Junction,New Delhi
435,202,Allahabad PT DD Upadhyaya Junction Magh Mela Passenger Special,Prayagraj Junction,Pt. Deen Dayal Upadhyaya Junction
436,204,Allahabad PT DD Upadhyaya Junction Mela Special,Prayagraj Junction,Pt. Deen Dayal Upadhyaya Junction
437,22431,Allahabad Udhampur Super Fast Express,Prayagraj Junction,Udhampur
438,16041,Alleppey Express,Puratchi Thalaivar Dr. MGR Central,Alappuzha
439,14808,Alwar Jaipur Express,Alwar Junction,Jaipur Junction
440,51972,Alwar Mathura Passenger,Alwar Junction,Mathura Junction
441,4172,Alwar Mathura Special,Alwar Junction,Mathura Junction
442,75106,Aly-mau-dmu-SPL,Prayagraj Rambag,Mau Junction
443,52145,Aman Lodge - Matheran NG Shuttle,Aman Lodge,Matheran
444,52147,Aman Lodge - Matheran Shuttle,Aman Lodge,Matheran
445,52155,Aman Lodge Matheran Shuttle,Aman Lodge,Matheran
446,52157,Aman Lodge Matheran Shuttle,Aman Lodge,Matheran
447,52149,Aman Lodge Matheran Shuttle,Aman Lodge,Matheran
448,52151,Aman Lodge Matheran Shuttle,Aman Lodge,Matheran
449,52153,Aman Lodge Matheran Shuttle,Aman Lodge,Matheran
450,18048,Amaravati Express,Vasco da Gama,Kolkata Shalimar
451,12854,Amarkantak Express,Bhopal Junction,Durg Junction
452,12853,Amarkantak Express,Durg Junction,Bhopal Junction
453,2853,Amarkantak Special,Durg Junction,Bhopal Junction
454,2854,Amarkantak Special,Bhopal Junction,Durg Junction
455,64564,AMB Andaura Ambala Cantt MEMU,Amb Andaura,Ambala Cantonment
456,22458,AMB Andaura Hazur Sahib Nanded Weekly Super Fast Express,Amb Andaura,Hazur Sahib Nanded
457,22710,AMB Andaura Hazur Sahib Nanded Weekly Super Fast Express,Amb Andaura,Hazur Sahib Nanded
458,5428,AMB Andaura Hazur Sahib Nanded Weekly Super Fast Special,Amb Andaura,Hazur Sahib Nanded
459,64563,Ambala Cantt AMB Andaura MEMU,Ambala Cantonment,Amb Andaura
460,54551,Ambala Cantt Bathinda Passenger,Ambala Cantonment,Bathinda Junction
461,74991,Ambala Cantt Daulatpur Chowk DEMU,Ambala Cantonment,Daulatpur Chowk
462,4522,Ambala Cantt Delhi Intercity Covid 19 Special,Ambala Cantonment,Delhi Junction
463,14522,Ambala Cantt Delhi Intercity Express,Ambala Cantonment,Delhi Junction
464,64562,Ambala Cantt Delhi MEMU,Ambala Cantonment,Delhi Junction
465,54553,Ambala Cantt Dhuri Passenger,Ambala Cantonment,Dhuri Junction
466,54540,Ambala Cantt Hazrat Nizamuddin Passenger,Ambala Cantonment,Hazrat Nizamuddin
467,74645,Ambala Cantt Jalandhar City DEMU,Ambala Cantonment,Jalandhar City Junction
468,4569,Ambala Cantt Kalka Express Special,Ambala Cantonment,Kalka
469,54531,Ambala Cantt Kalka Passenger,Ambala Cantonment,Kalka
470,74994,Ambala Cantt Kurukshetra DEMU,Ambala Cantonment,Kurukshetra Junction
471,64482,Ambala Cantt Kurukshetra MEMU,Ambala Cantonment,Kurukshetra Junction
472,64546,Ambala Cantt Kurukshetra MEMU,Ambala Cantonment,Kurukshetra Junction
473,64548,Ambala Cantt Kurukshetra MEMU,Ambala Cantonment,Kurukshetra Junction
474,64521,Ambala Cantt Ludhiana MEMU,Ambala Cantonment,Ludhiana Junction
475,64523,Ambala Cantt Ludhiana MEMU,Ambala Cantonment,Ludhiana Junction
476,54542,Ambala Cantt Meerut City Passenger,Ambala Cantonment,Meerut City Junction
477,64515,Ambala Cantt Nangal Dam MEMU,Ambala Cantonment,Nangal Dam
478,64517,Ambala Cantt Nangal Dam MEMU,Ambala Cantonment,Nangal Dam
479,64532,Ambala Cantt Panipat MEMU,Ambala Cantonment,Panipat Junction
480,64542,Ambala Cantt Panipat MEMU,Ambala Cantonment,Panipat Junction
481,54557,Ambala Cantt Patiala Passenger,Ambala Cantonment,Patiala
482,64502,Ambala Cantt Saharanpur MEMU,Ambala Cantonment,Saharanpur Junction
483,64504,Ambala Cantt Saharanpur MEMU,Ambala Cantonment,Saharanpur Junction
484,4532,Ambala Cantt Saharanpur MEMU Express Special,Ambala Cantonment,Saharanpur Junction
485,4922,Ambala Cantt Saharanpur MEMU Special,Ambala Cantonment,Saharanpur Junction
486,14736,Ambala Cantt Shri Ganganagar Express,Ambala Cantonment,Shri Ganganagar Junction
487,14525,Ambala Cantt Shri Ganganagar Intercity Express,Ambala Cantonment,Shri Ganganagar Junction
488,4525,Ambala Cantt Shri Ganganagar Intercity Special,Ambala Cantonment,Shri Ganganagar Junction
489,54757,Ambala Cantt Shri Ganganagar Passenger,Ambala Cantonment,Shri Ganganagar Junction
490,54506,Ambala Delhi Passenger,Ambala Cantonment,Delhi Junction
491,54511,Ambala Nangal Dam Passenger,Ambala Cantonment,Nangal Dam
492,56924,Ambewadi Dharwad Passenger,Ambewadi,Dharwad
493,6930,Ambewadi Hubballi Janasadharan Passenger Special,Ambewadi,Hubballi Junction
494,58224,Ambikapur - Anuppur Passenger,Ambikapur,Anuppur Junction
495,68758,Ambikapur Anuppur Memu,Ambikapur,Anuppur Junction
496,8758,Ambikapur Anuppur MEMU Special,Ambikapur,Anuppur Junction
497,8242,Ambikapur Durg Covid 19 Special,Ambikapur,Durg Junction
498,18242,Ambikapur Durg Express Cum Passenger,Ambikapur,Durg Junction
499,11266,Ambikapur Madan Mahal Intercity Express,Ambikapur,Jabalpur Junction
500,1266,Ambikapur Madan Mahal Intercity Special,Ambikapur,Jabalpur Junction
501,68750,Ambikapur Shahdol MEMU,Ambikapur,Shahdol
502,58702,Ambikapur Shahdol Passenger,Ambikapur,Shahdol
503,51239,Amla Betul Passenger,Amla Junction,Betul
504,51253,Amla Chhindwara Passenger,Amla Junction,Chhindwara Junction
505,1319,Amla Cwa Memu,Amla Junction,Chhindwara Junction
506,51294,Amla Nagpur Passenger,Amla Junction,Nagpur Junction
507,15708,Amrapali Express,Amritsar Junction,Katihar Junction
508,15707,Amrapali Express,Katihar Junction,Amritsar Junction
509,5733,Amrapali Express Special,Katihar Junction,Amritsar Junction
510,5734,Amrapali Express Special,Amritsar Junction,Katihar Junction
511,19707,Amrapur Aravali Express,Bandra Terminus,Shri Ganganagar Junction
512,19708,Amrapur Aravali Express,Shri Ganganagar Junction,Bandra Terminus
513,14701,Amrapur Aravali Express,Shri Ganganagar Junction,Bandra Terminus
514,14702,Amrapur Aravali Express,Bandra Terminus,Shri Ganganagar Junction
515,9708,Amrapur Aravali Festival Special,Shri Ganganagar Junction,Bandra Terminus
516,9707,Amrapur Aravali Festival Special To Be INT,Bandra Terminus,Shri Ganganagar Junction
517,59026,Amravati - Surat Passenger,Amravati?ÿTerminal,Surat
518,12119,Amravati Ajni Intercity Super Fast Express,Amravati?ÿTerminal,Ajni
519,61112,Amravati Badnera MEMU,Amravati?ÿTerminal,Badnera Junction
520,61114,Amravati Badnera MEMU,Amravati?ÿTerminal,Badnera Junction
521,61116,Amravati Badnera MEMU,Amravati?ÿTerminal,Badnera Junction
522,1380,Amravati Badnera MEMU Special,Amravati?ÿTerminal,Badnera Junction
523,51136,Amravati Badnera Passenger,Amravati?ÿTerminal,Badnera Junction
524,51138,Amravati Badnera Passenger,Amravati?ÿTerminal,Badnera Junction
525,51140,Amravati Badnera Passenger,Amravati?ÿTerminal,Badnera Junction
526,51142,Amravati Badnera Passenger,Amravati?ÿTerminal,Badnera Junction
527,51146,Amravati Badnera Passenger,Amravati?ÿTerminal,Badnera Junction
528,51148,Amravati Badnera Passenger,Amravati?ÿTerminal,Badnera Junction
529,51150,Amravati Badnera Passenger,Amravati?ÿTerminal,Badnera Junction
530,12112,Amravati Mumbai CSMT Super Fast Express,Amravati?ÿTerminal,Chhatrapati Shivaji Maharaj Terminus
531,2118,Amravati Pune AC Special,Amravati?ÿTerminal,Pune Junction
532,2014,Amravati Pune AC Super Fast Special,Amritsar Junction,New Delhi
533,22118,Amravati Pune AC Superfast Express,Amravati?ÿTerminal,Pune Junction
534,11406,Amravati Pune Express,Amravati?ÿTerminal,Pune Junction
535,9126,Amravati Surat Special,Amravati?ÿTerminal,Surat
536,20926,Amravati Surat Super Fast Express,Amravati?ÿTerminal,Surat
537,2766,Amravati Tirupati Bi weekly Festival Special,Amravati?ÿTerminal,Tirupati
538,12766,Amravati Tirupati Bi weekly Super Fast Express,Amravati?ÿTerminal,Tirupati
539,61107,Amravati Wardha MEMU,Amravati?ÿTerminal,Wardha Junction
540,1371,Amravati Wardha MEMU Special,Amravati?ÿTerminal,Wardha Junction
541,51261,Amravati Wardha Passenger,Amravati?ÿTerminal,Wardha Junction
542,52955,Amreli Junagadh MG Passenger,Amreli,Junagadh Junction
543,9539,Amreli Junagadh Passenger,Amreli,Junagadh Junction
544,9292,Amreli Veraval MG Express Special,Amreli,Veraval Junction
545,52930,Amreli Veraval MG Passenger,Amreli,Veraval Junction
546,52946,Amreli Veraval MG Passenger,Amreli,Veraval Junction
547,9508,Amreli Veraval Passenger,Amreli,Veraval Junction
548,9298,Amreli Veraval Shravan Special MG Passenger,Amreli,Veraval Junction
549,16344,Amritha Express,Madurai Junction,Trivandrum Central
550,16343,Amritha Express,Trivandrum Central,Madurai Junction
551,6343,Amritha Express Special,Trivandrum Central,Madurai Junction
552,6344,Amritha Express Special,Madurai Junction,Trivandrum Central
553,19772,Amritsar - Jaipur Express,Amritsar Junction,Ajmer Junction
554,19782,Amritsar - Jaipur Express,Amritsar Junction,Ajmer Junction
555,14154,Amritsar - Kanpur Express,Amritsar Junction,Kanpur Central
556,15210,Amritsar - Saharsa Jan Seva Express,Amritsar Junction,Saharsa Junction
557,19612,Amritsar Ajmer Express,Amritsar Junction,Ajmer Junction
558,19614,Amritsar Ajmer Express,Amritsar Junction,Ajmer Junction
559,9612,Amritsar Ajmer Festival Special,Amritsar Junction,Ajmer Junction
560,9614,Amritsar Ajmer Festival Special,Amritsar Junction,Ajmer Junction
561,74661,Amritsar Atari DEMU,Amritsar Junction,Atari Shyam Singh
562,74663,Amritsar Atari DEMU,Amritsar Junction,Atari Shyam Singh
563,14618,Amritsar Banmankhi Jan Sewa Express,Amritsar Junction,Banmankhi Junction
564,12412,Amritsar Chandigarh Intercity Express,Amritsar Junction,Chandigarh Junction
565,12242,Amritsar Chandigarh Super Fast Express,Amritsar Junction,Chandigarh Junction
566,4542,Amritsar Chandigarh Super Fast Intercity Special,Amritsar Junction,Chandigarh Junction
567,4562,Amritsar Chandigarh Super Fast Intercity Special,Amritsar Junction,Chandigarh Junction
568,14632,Amritsar Dehradun Express,Amritsar Junction,Dehradun
569,4664,Amritsar Dehradun Special,Amritsar Junction,Dehradun
570,74651,Amritsar Dera Baba Nanak DEMU,Amritsar Junction,Dera Baba Nanak
571,4621,Amritsar Dera Baba Nanak Prakash Parv DEMU Special,Amritsar Junction,Dera Baba Nanak
572,9454,Amritsar Gandhidham Summer Special,Jalandhar City Junction,Gandhidham Junction
573,22424,Amritsar Gorakhpur Jansadharan Express,Amritsar Junction,Gorakhpur Junction
574,2054,Amritsar Haridwar Covid 19 Jan Shatabdi Special,Amritsar Junction,Haridwar
575,12054,Amritsar Haridwar Jan Shatabdi Express,Amritsar Junction,Haridwar
576,12422,Amritsar Hazur Sahib Nanded Super Fast Express,Amritsar Junction,Hazur Sahib Nanded
577,4692,Amritsar Hazur Sahib Nanded Weekly Super Fast Special,Amritsar Junction,Hazur Sahib Nanded
578,54602,Amritsar Hisar Passenger,Amritsar Junction,Hisar Junction
579,13050,Amritsar Howrah Express,Amritsar Junction,Howrah Junction
580,13006,Amritsar Howrah Mail,Amritsar Junction,Howrah Junction
581,3006,Amritsar Howrah Mail Special,Amritsar Junction,Howrah Junction
582,19326,Amritsar Indore Express,Amritsar Junction,Indore Junction
583,9326,Amritsar Indore Special,Amritsar Junction,Indore Junction
584,74642,Amritsar Jalandhar City DEMU,Amritsar Junction,Jalandhar City Junction
585,74644,Amritsar Jalandhar City DEMU,Amritsar Junction,Jalandhar City Junction
586,9772,Amritsar Jalandhar City DEMU Express Special,Amritsar Junction,Jalandhar City Junction
587,9026,Amritsar Junction Bandra Terminus Special,Amritsar Junction,Bandra Terminus
588,1058,Amritsar Junction Chhatrapati Shivaji Terminus Mumbai Special,Amritsar Junction,Chhatrapati Shivaji Maharaj Terminus
589,4624,Amritsar Junction Sitapur Special,Firozpur Cantonment Junction,Chhindwara Junction
590,1692,Amritsar Junction Varanasi Special,Amritsar Junction,Varanasi Junction
591,22446,Amritsar Kanpur Weekly Super Fast Express,Amritsar Junction,Kanpur Central
592,4146,Amritsar Kanpur Weekly Super Fast Special,Amritsar Junction,Kanpur Central
593,74682,Amritsar Khem Karan DEMU,Amritsar Junction,Khem Karan
594,74684,Amritsar Khem Karan DEMU,Amritsar Junction,Khem Karan
595,6942,Amritsar Khemkaran DEMU Express Special,Amritsar Junction,Khem Karan
596,12484,Amritsar Kochuveli Weekly Super Fast Express,Amritsar Junction,Trivandrum Kochuveli
597,4696,Amritsar Kochuveli Weekly Super Fast Special,Amritsar Junction,Trivandrum Kochuveli
598,14616,Amritsar Lal Kuan Express,Amritsar Junction,Lal Kuan Junction
599,4684,Amritsar Lal Kuan Special,Amritsar Junction,Lal Kuan Junction
600,64552,Amritsar Ludhiana MEMU,Amritsar Junction,Ludhiana Junction
601,11058,Amritsar Mumbai CSMT Express,Amritsar Junction,Chhatrapati Shivaji Maharaj Terminus
602,22126,Amritsar Nagpur AC Super Fast Express,Amritsar Junction,Nagpur Junction
603,2026,Amritsar Nagpur Covid 19 AC Special,Amritsar Junction,Nagpur Junction
604,14505,Amritsar Nangal Dam Express,Amritsar Junction,Nangal Dam
605,4537,Amritsar Nangal Dam Express Special,Amritsar Junction,Nangal Dam
606,12460,Amritsar New Delhi Intercity Express,Amritsar Junction,New Delhi
